Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
"Cesari and McKenna, L.L.P.","Cesari and McKenna, L.L.P.-New-[O-5473]",Lost,5/8/23,3/22/22,New,39000,ALA - Boston,Functionality (Provide Details),,14
DeConcini McDonald Yetwin & Lacy,DeConcini McDonald Yetwin & Lacy-New-[O-5428],Lost,5/5/23,3/15/22,New,39000,BDR Outreach,Inertia (Provide Details),Business Organizations; Commercial; Construction; Environmental; Government; Labor & Employment; Litigation; Real Estate,23
"Sather, Byerly & Holloway, LLP","Sather, Byerly & Holloway, LLP-New-[O-5404]",Lost,2/16/23,3/8/22,New,39000,BDR Outreach,Inertia (Provide Details),,41
May Potenza Baran & Gillespie,May Potenza Baran & Gillespie-New-[O-5369],Lost,5/5/23,3/1/22,New,39000,Cold Call,Inertia (Provide Details),Cannibis; Construction; Finance & Banking; Government; Intellectual Property; Labor & Employment; Litigation; Native American; Real Estate; Tax; Water,25
Beggs & Lane,Beggs & Lane-New-[O-5171],Lost,1/30/23,1/26/22,New,39000,Cold Call,Inertia (Provide Details),Bankruptcy; Employee Benefits; Environmental; Litigation,29
Greenberg Gross LLP,Greenberg Gross LLP-New-[O-5185],Lost,5/5/23,1/26/22,New,39000,BDR Outreach,Inertia (Provide Details),,18
Glenn Agre Bergman & Fuentes,Glenn Agre Bergman & Fuentes-New-[O-4882],Lost,5/16/23,11/1/21,New,39000,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,38
Adler & Colvin,Adler & Colvin-New-[O-6058],Lost,8/21/23,6/2/22,New,39300,RSVP-National ALA-cocktail party-MAY 22,Feature (Provide Details),Nonprofit Organizations; Tax; Trusts & Estates,22
"Clarke Silverglate & Campbell, P.A.","Clarke Silverglate & Campbell, P.A.-New-[O-9500]",Lost,1/24/24,11/7/23,New,39500.04,BDR Outreach,Inertia (Provide Details),,12
Riker Danzig LLP,Riker Danzig Scherer Hyland & Perretti-Upsell-[O-7202],Lost,2/3/23,11/30/22,Upsell,39600,Inbound-ContactEase-DemoRequest,Functionality (Provide Details),Appellate,130
Lewis Baach PLLC,Lewis Baach PLLC-New-[O-6238],Lost,10/10/23,6/28/22,New,39600,email-ALA 2022 RSVP-4-051322,Inertia (Provide Details),Litigation,28
The Kullman Firm,The Kullman Firm-Upsell-[O-6331],Won,11/30/23,7/6/22,Upsell,40310.4,Cold Call,,Class Actions; Employee Benefits; Immigration; Labor & Employment; Other,44
Lewis Rice LLC,Lewis Rice LLC-New-[O-11520],Won,9/30/24,8/15/24,New,40372.44,*Consultant Partner,,,158
White and Steele,White and Steele-Upsell-[O-11951],Open,12/31/24,10/2/24,Upsell,40800,Check-in Call,,Appellate; Commercial; Construction; Energy; Healthcare; Insurance; Labor & Employment; Legal Malpractice; Medical Malpractice; Other; Personal Injury; Product Liability; Professional Responsibility; Railroad; Real Estate; Sports; Utilities; Workers Compensation,24
Delta Consulting Group Inc,Delta Consulting Group Inc-Upsell-[O-8330],Won,6/22/23,6/12/23,Upsell,40800,IGNITE-2023-registrants-013023,,Not Applicable,54
"Hodges, Loizzi, Eisenhammer, Rodick & Kohn LLP","Hodges, Loizzi, Eisenhammer, Rodick & Kohn LLP-Upsell-[O-11901]",Open,11/22/24,9/27/24,Upsell,41184,Cold Call,,Corporate Governance; Labor & Employment; Litigation; Other; Real Estate,28
Fluet,Fluet-Upsell-[O-11247],Open,11/25/24,7/5/24,Upsell,41184,No Known Campaign Source,,Corporate Governance; Government; International; Litigation; Other,24
Marr Jones & Wang,Marr Jones & Wang-New-[O-6709],Lost,3/10/23,8/16/22,New,41400,BDR Outreach,Inertia (Provide Details),Administrative; Business Organizations; Government; Labor & Employment,11
"Volpe and Koenig, P.C.","Volpe and Koenig, P.C.-New-[O-6529]",Lost,3/11/24,7/18/22,New,41400,WR-Demo Request-0622-ABM PerfectLaw-PG1086A1,Functionality (Provide Details),,37
"McRae Smith Peek Harman & Monroe, LLP","McRae Smith Peek Harman & Monroe, LLP-Upsell-[O-6336]",Lost,10/2/24,7/6/22,Upsell,41400,Cold Call,Inertia (Provide Details),Appellate; Criminal; Family; Finance & Banking; Litigation; Mediation; Other; Personal Injury; Real Estate; Trusts & Estates; Workers Compensation,15
Cramer & Anderson,Cramer & Anderson-New-[O-6189],Lost,2/6/23,6/23/22,New,41400,Coyote Transfer Opp,Inertia (Provide Details),,24
RHD Legal,RHD Legal-New-[O-11938],Lost,10/17/24,10/1/24,New,41700,Referred by Client,Price (Provide Details),,2
Cramer & Anderson,Cramer & Anderson-New-[O-11625],Lost,10/11/24,8/22/24,New,41700,*Partnerships,Functionality (Provide Details),,24
Seager Tufte Wickhem LLP,Seager Tufte Wickhem LLP-New-[O-11438],Lost,10/11/24,7/30/24,New,41700,BDR Outreach,Functionality (Provide Details),,19
Stuart Kane LLP,Stuart Kane LLP-New-[O-11400],Lost,10/11/24,7/23/24,New,41700,email-National ALA-2024-050224-preshow,Functionality (Provide Details),,13
"Feinberg Mindel Brandt & Klein, LLP","Feinberg Mindel Brandt & Klein, LLP-New-[O-11059]",Lost,10/9/24,6/3/24,New,41700,*Partnerships,Inertia (Provide Details),Family; Litigation; Trusts & Estates,21
"Kline & Specter, P.C.","Kline & Specter, P.C.-New-[O-10721]",Open,12/31/24,5/7/24,New,41700,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,58
"Dady & Gardner, PA","Dady & Gardner, PA-New-[O-10189]",Lost,10/16/24,3/14/24,New,41700,WC-Gated Asset-0224-Legal Practice Financial Management Guide,Feature (Provide Details),,10
Federate Legal,Federate Legal-New-[O-10183],Won,3/15/24,3/13/24,New,41700,*Partnerships,,,20
"Stagnaro, Saba & Patterson","Stagnaro, Saba & Patterson-Upsell-[O-10140]",Open,10/31/24,3/4/24,Upsell,41700,No Known Campaign Source,,Business Organizations; Closely Held Companies & Family Businesses; Real Estate,23
Kohnen & Patton LLP,Kohnen & Patton LLP-Upsell-[O-9546],Open,11/15/24,11/14/23,Upsell,41700,Check-in Call,,Labor & Employment; Litigation; Trusts & Estates,26
Pasich LLP,Pasich LLP-New-[O-9549],Lost,7/23/24,11/14/23,New,41700,BDR Outreach,Inertia (Provide Details),,18
"Feinberg Mindel Brandt & Klein, LLP","Feinberg Mindel Brandt & Klein, LLP-New-[O-9505]",Lost,4/7/24,11/8/23,New,41700,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Family; Litigation; Trusts & Estates,21
Borgelt Powell Peterson & Frauen SC,Borgelt Powell Peterson & Frauen SC-New-[O-9473],Lost,4/23/24,10/27/23,New,41700,Cold Call,Inertia (Provide Details),,20
"Mlg, Aplc","Mlg, Aplc-New-[O-9304]",Lost,4/30/24,9/26/23,New,41700,BDR Outreach,Inertia (Provide Details),,18
GCA Law Partners LLP,GCA Law Partners LLP-New-[O-8418],Lost,9/12/24,6/20/23,New,41700,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,22
"Maupin, Cox & LeGoy","Maupin, Cox & LeGoy-New-[O-8241]",Lost,1/31/24,5/17/23,New,41700,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,23
Robinson Payne LLC,Robinson Payne LLC-New-[O-8239],Lost,9/7/23,5/17/23,New,41700,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Business Organizations; Elder,4
Gausnell O'Keefe & Thomas,Gausnell O'Keefe & Thomas-New-[O-8174],Lost,6/26/24,5/12/23,New,41700,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,12
Saltzman Mugan Dushoff,Saltzman Mugan Dushoff-New-[O-7733],Lost,1/31/24,3/22/23,New,41700,Demo Requests-Coyote-Website MQLs-071322,Price (Provide Details),,10
Heidman Law Firm,Heidman Law Firm-New-[O-7613],Won,6/9/23,3/7/23,New,41700,Website Demo + Contact Us - Form Submissions,,Administrative; Appellate; Commercial; Corporate Governance; Employee Benefits; Finance & Banking; Insurance; Litigation,20
"Miner Barnhill & Galland, PC","Miner Barnhill & Galland, PC-New-[O-7549]",Lost,10/2/23,2/27/23,New,41700,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,16
Olson Remcho,Olson Remcho-New-[O-7513],Lost,3/2/23,2/16/23,New,41700,Referred by Vendor,Functionality (Provide Details),Government,22
"Rose Law Firm, P.C.","Rose Law Firm, P.C.-New-[O-7476]",Lost,9/13/23,2/7/23,New,41700,email-webinar-Coyote Overview with Lucas-1-082422,Inertia (Provide Details),Business Organizations; Contracts; Mergers & Acquisitions; Trusts & Estates,4
The A Team,The A Team-New-[O-7465],Won,4/17/23,2/3/23,New,41700,Referred by Employee,,Not Applicable; Other,20
"Rosenblum Goldenhersh Silverstein & Zafft, PC","Rosenblum Goldenhersh Silverstein & Zafft, PC-New-[O-7385]",Lost,4/23/24,1/18/23,New,41700,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,18
"Lee Smart P.S., Inc.","Lee Smart P.S., Inc.-New-[O-7360]",Lost,7/31/24,1/12/23,New,41700,BDR Outreach,Inertia (Provide Details),,25
Kowert Hood Munyon Rankin & Goetzel,Kowert Hood Munyon Rankin & Goetzel-New-[O-7350],Lost,4/11/23,1/5/23,New,41700,Consultant,Inertia (Provide Details),Intellectual Property; Litigation; Patent; Trademark,15
"Nissenbaum Law Group, LLC","Nissenbaum Law Group, LLC-New-[O-7310]",Lost,1/26/23,12/21/22,New,41700,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,8
LeVander Gillen & Miller,LeVander Gillen & Miller-New-[O-7215],Lost,2/16/23,12/5/22,New,41700,Consultant,Feature (Provide Details),,10
Lankler Siffert & Wohl LLP,Lankler Siffert & Wohl LLP-New-[O-7144],Lost,4/17/24,11/7/22,New,41700,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,23
Henn Lesperance PLC,Henn Lesperance PLC-New-[O-6923],Open,12/25/24,10/3/22,New,41700,Former Customer - Referral,,Appellate; Government; Labor & Employment; Malpractice,11
Monroe Moxness Berg,Monroe Moxness Berg-New-[O-6838],Lost,1/16/24,9/13/22,New,41700,BDR Outreach,Inertia (Provide Details),,24
Wyse Kadish,Wyse Kadish-New-[O-6779],Lost,2/17/23,8/30/22,New,41700,Consultant,Inertia (Provide Details),,12
Sadis & Goldberg LLP,Sadis & Goldberg LLP-New-[O-6645],Lost,1/11/23,8/8/22,New,41700,Cold Call,Inertia (Provide Details),,30
Watkins & Eager,Watkins & Eager-New-[O-6632],Lost,2/6/23,8/5/22,New,41700,BDR Outreach,Inertia (Provide Details),,69
Brinkley Morgan,Brinkley Morgan-New-[O-6235],Lost,6/13/24,6/27/22,New,41700,BDR Outreach,Inertia (Provide Details),,22
Kronick Moskovitz Tiedemann & Girard,Kronick Moskovitz Tiedemann & Girard-New-[O-6195],Lost,6/15/23,6/23/22,New,41700,Coyote Transfer Opp,Inertia (Provide Details),,33
Sivia Law,Sivia Law-New-[O-6176],Lost,12/12/23,6/23/22,New,41700,BDR Outreach,Inertia (Provide Details),Business Organizations; Elder; Real Estate,1
"Kell, Alterman & Runstein, LLP","Kell, Alterman & Runstein, LLP-New-[O-6155]",Lost,2/16/23,6/20/22,New,41700,BDR Outreach,Inertia (Provide Details),,18
"Rider, Weiner & Frankel P.C.","Rider, Weiner & Frankel P.C.-New-[O-6129]",Lost,2/27/23,6/16/22,New,41700,Cold Call,Inertia (Provide Details),,11
Piliero Mazza PLLC,Piliero Mazza PLLC-New-[O-6090],Lost,10/10/23,6/7/22,New,41700,Cold Call,Inertia (Provide Details),,36
Larkins Vacura Kayser LLP,Larkins Vacura Kayser LLP-New-[O-6043],Lost,2/16/23,5/31/22,New,41700,BDR Outreach,Inertia (Provide Details),,11
Clifton Budd & DeMaria,Clifton Budd & DeMaria-New-[O-6006],Lost,4/10/23,5/19/22,New,41700,RSVP-National ALA-cocktail party-MAY 22,Inertia (Provide Details),Employee Benefits; Insurance; Labor & Employment,23
"Huie, Fernambucq and Stewart, LLP","Huie, Fernambucq and Stewart, LLP-New-[O-5906]",Lost,3/31/23,5/2/22,New,41700,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,31
Dworken & Bernstein,Dworken & Bernstein-New-[O-5801],Lost,7/10/23,4/26/22,New,41700,BDR Outreach,Inertia (Provide Details),,28
Ragsdale Liggett PLLC,Ragsdale Liggett PLLC-New-[O-3648],Lost,6/26/24,2/12/21,New,41700,Consultant,Inertia (Provide Details),,27
Dovel & Luner Llp,Dovel & Luner Llp-New-[O-10636],Lost,8/1/24,4/24/24,New,42000,BDR Outreach,Inertia (Provide Details),,20
McCollum D'Emilio Smith Uebler LLC,McCollum D'Emilio Smith Uebler LLC-New-[O-9398],Lost,11/4/24,10/16/23,New,42000,"Report-Ari Kaplan Leadership, Growth, and Profitability-081023",Inertia (Provide Details),,16
Greenberg Gross LLP,Greenberg Gross LLP-New-[O-8302],Lost,4/7/24,6/5/23,New,42000,Cold Call,Inertia (Provide Details),,18
Kennerly Montgomery & Finley,Kennerly Montgomery & Finley-New-[O-6281],Lost,5/5/23,6/30/22,New,42000,BDR Outreach,Inertia (Provide Details),,18
"Marks Gray, P.A.","Marks Gray, P.A.-New-[O-6003]",Lost,1/4/23,5/19/22,New,42000,BDR Outreach,Inertia (Provide Details),Bankruptcy; Business Organizations; Commercial; Construction; Corporate & Securities; Environmental; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Litigation; Real Estate; Tax,21
"Fishman Haygood Phelps Walmsley Willis & Swanson, L.L.P.","Fishman Haygood Phelps Walmsley Willis & Swanson, L.L.P.-Upsell-[O-9474]",Lost,6/12/24,10/29/23,Upsell,42480,Cold Call,Inertia (Provide Details),Antitrust,49
Kirton McConkie,Kirton McConkie-Cross-Sell-[O-7504],Lost,6/12/24,2/14/23,Cross-Sell,43200,Demo Request-Inbound ContactEase Cross-Sells,Inertia (Provide Details),Business Organizations; Corporate & Securities; Patent,171
"Gammage & Burnham, P.L.C.","Gammage & Burnham, P.L.C.-Upsell-[O-6318]",Open,12/30/24,7/6/22,Upsell,43680,Cold Call,,Administrative; Bankruptcy; Business Organizations; Cannibis; Commercial; Commercial Transactions; Construction; Government; Labor & Employment; Land Use & Zoning; Trusts & Estates; Water,37
"Savell & Williams, L.L.P.","Savell & Williams, L.L.P.-New-[O-10160]",Lost,7/1/24,3/6/24,New,43896,email-IGNITE 2024-invite-2-010423,Inertia (Provide Details),,19
"Kane Kessler, P.C.","Kane Kessler, P.C.-New-[O-2910]",Lost,3/21/24,11/29/19,New,44100,Cold Call,Inertia (Provide Details),,38
Pretzel & Stouffer,Pretzel & Stouffer-New-[O-7120],Won,8/7/24,11/1/22,New,44160,Demo Requests-Coyote-Website MQLs-071322,,Litigation,32
"Hahn Loeser & Parks, LLP","Hahn Loeser & Parks, LLP-New-[O-9934]",Lost,10/25/24,2/8/24,New,44400,Cold Call,Inertia (Provide Details),,139
"Crowe & Dunlevy, PC","Crowe & Dunlevy, PC-New-[O-9061]",Lost,9/26/23,8/14/23,New,44400,Cold Call,Functionality (Provide Details),,124
Greenbaum Rowe Smith & Davis,Greenbaum Rowe Smith & Davis-Cross-Sell-[O-8917],Lost,1/18/24,7/21/23,Cross-Sell,44400,Referred by Employee,Inertia (Provide Details),Corporate & Securities; Family; Land Use & Zoning,96
"Tarter Krinsky & Drogin, LLP","Tarter Krinsky & Drogin, LLP-Cross-Sell-[O-7759]",Lost,1/24/24,3/30/23,Cross-Sell,44400,IGNITE-2023-registrants-013023,Inertia (Provide Details),Commercial; Labor & Employment; Real Estate,113
Stark & Stark,Stark & Stark-Cross-Sell-[O-6772],Lost,6/12/24,8/26/22,Cross-Sell,44400,DEMO REQUEST-2022 ILTA event-Dueling Pianos Bobby McKeys-080522,Inertia (Provide Details),Commercial; Family; Personal Injury; Workers Compensation,95
Gesmer Updegrove LLP,Gesmer Updegrove LLP-New-[O-9485],Lost,1/3/24,11/1/23,New,45312,email-ContactEase-CRM-102523,Inertia (Provide Details),,28
"Allensworth & Porter, LLP","Allensworth & Porter, LLP-Upsell-[O-6854]",Lost,1/8/23,9/14/22,Upsell,45624,Cold Call,Price (Provide Details),Arbitration; Construction; Other; Water,24
"Kennedy & Souza, APC","Kennedy & Souza, APC-Upsell-[O-9638]",Lost,2/15/24,12/8/23,Upsell,45900,Check-in Call,Functionality (Provide Details),,21
GTC Law Group PC & Affiliates,GTC Law Group PC & Affiliates-Upsell-[O-7467],Open,11/27/24,2/6/23,Upsell,45900,Check-in Call,,Copyright; Intellectual Property; Mergers & Acquisitions,28
"Katz Teller Brant & Hild, LPA","Katz Teller Brant & Hild, LPA-New-[O-7066]",Lost,3/22/24,10/25/22,New,45900,Inbound-Demo-ALA,Inertia (Provide Details),,30
"Anderson, McPharlin & Conners LLP","Anderson, McPharlin & Conners LLP-Upsell-[O-6310]",Open,12/30/24,7/6/22,Upsell,45900,Cold Call,,Appellate,26
Fluet,Fluet Huber + Hoang PLLC (FH+H)-Upsell-[O-6290],Lost,11/10/23,7/6/22,Upsell,45900,No Known Campaign Source,Inertia (Provide Details),Corporate Governance; Government; International; Litigation; Other,24
"Montgomery Little & Soran, PC","Montgomery Little & Soran, PC-Upsell-[O-6328]",Lost,9/17/24,7/6/22,Upsell,45900,Check-in Call,Inertia (Provide Details),Administrative,18
"Price, Postel & Parma LLP","Price, Postel & Parma LLP-Upsell-[O-6359]",Lost,6/12/24,7/6/22,Upsell,45900,No Known Campaign Source,Inertia (Provide Details),Construction; Education; Environmental; Family; Labor & Employment; Land Use & Zoning; Litigation; Other; Trusts & Estates,20
Springel & Fink LLP,Springel & Fink LLP-Upsell-[O-6319],Lost,5/1/23,7/6/22,Upsell,45900,Check-in Call,Price (Provide Details),Class Actions; Commercial; Construction; Litigation; Other; Personal Injury; Product Liability; Professional Responsibility; Transportation,14
"Barry, McTiernan & Moore","Barry, McTiernan & Moore-New-[O-6162]",Lost,1/3/23,6/22/22,New,45900,Coyote Transfer Opp,Inertia (Provide Details),,42
"Mozley, Finlayson & Loggins LLP","Mozley, Finlayson & Loggins LLP-New-[O-6165]",Lost,4/10/23,6/22/22,New,45900,Coyote Transfer Opp,Inertia (Provide Details),,30
Littleton Joyce Ughetta & Kelly LLP,Littleton Joyce Ughetta & Kelly LLP-Upsell-[O-3914],Won,8/31/23,5/24/21,Upsell,45900,No Known Campaign Source,,Class Actions; Insurance; Labor & Employment; Litigation; Product Liability,19
Orbach Huff & Henderson,Orbach Huff & Henderson-Upsell-[O-6356],Won,6/23/23,7/6/22,Upsell,46200,No Known Campaign Source,,Appellate; Construction; Education; Energy; Environmental; Labor & Employment; Litigation; Other; Public Finance,41
Moran Reeves Conn,Moran Reeves Conn-Upsell-[O-6307],Open,11/20/24,7/6/22,Upsell,46500,Coyote Transfer Opp,,Appellate; Cannibis; Commercial; Construction; Environmental; Healthcare; Labor & Employment; Other; Product Liability; Transportation,16
"Macdonald Devin, P.C.","Macdonald Devin, P.C.-Upsell-[O-10180]",Lost,6/10/24,3/13/24,Upsell,46776,Check-in Call,Price (Provide Details),Appellate; Business Organizations; Commercial; Commercial Transactions; Construction; Healthcare; Insurance; Litigation; Other; Product Liability; Transportation,27
Wood Herron & Evans,Wood Herron & Evans-New-[O-7157],Won,7/21/23,11/10/22,New,46800,Cold Call,,Intellectual Property; Patent,30
Robbins LLP,Robbins LLP-New-[O-9751],Lost,9/16/24,1/16/24,New,46920,WR-Demo Request-0523-Research:Coyote Analytics-PG1099A1,Inertia (Provide Details),,17
Martson Law Offices,Martson Law Offices-New-[O-8554],Lost,3/28/24,6/22/23,New,46920,email-ContactEase-062023,Inertia (Provide Details),,14
"Dunnington Bartholow & Miller, LLP","Dunnington Bartholow & Miller, LLP-Upsell-[O-6345]",Open,12/9/24,7/6/22,Upsell,47040,Check-in Call,,Construction; Corporate & Securities; Corporate Governance; Intellectual Property; International; Labor & Employment; Nonprofit Organizations; Other; Real Estate; Trusts & Estates; White Collar,18
Williams & McCarthy,Williams & McCarthy-Upsell-[O-11095],Won,7/31/24,6/12/24,Upsell,47400,No Known Campaign Source,,Bankruptcy; Family; Intellectual Property; Labor & Employment; Real Estate; Trusts & Estates,14
"Bledsoe, Diestel, Treppa & Crane LLP","Bledsoe, Diestel, Treppa & Crane LLP-Upsell-[O-11222]",Open,10/31/24,6/25/24,Upsell,47628,Cold Call,,Construction; Consumer Protection; Litigation; Other; Product Liability; Real Estate,19
"Thompson & Horton, LLP","Thompson & Horton, LLP-Upsell-[O-10485]",Won,6/6/24,4/12/24,Upsell,47628,Cold Call,,Education; Government; Labor & Employment; Litigation; Other; Real Estate; Sports,39
Bookoff McAndrews,Bookoff McAndrews-Upsell-[O-10030],Won,3/27/24,2/21/24,Upsell,47628,No Known Campaign Source,,Patent,48
"Fisher, Tousey, Leas & Ball","Fisher, Tousey, Leas & Ball-Upsell-[O-7206]",Lost,6/13/24,12/1/22,Upsell,47748,DEMO REQUEST-Coyote Cloud-102022,Price (Provide Details),Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33
Woods Aitken LLP,"Woods & Aitken, LLP-Upsell-[O-10710]",Lost,7/16/24,5/6/24,Upsell,47784,email-IGNITE 2024-invite-Austin-040424,Price (Provide Details),Construction; Labor & Employment; Utilities,34
Ortale Kelley Law Firm,Ortale Kelley Law Firm-New-[O-10578],Open,10/24/24,4/23/24,New,48000,Cold Call,,,24
